set_id	session_id	exercise_id	set_type	date	day_type	session_type	exercise	set_num	reps	weight_kg	RPE	notes
S11-SET14	S11	EX-EZ-BAR-CABLE-CURL	working	2026-05-31	Pull (Hypertrophy Focus)	Gym	EZ-Bar Cable Curl	2	12	6.5	10	Taken to failure.
S11-SET15	S11	EX-MACHINE-PREACHER-CURL	working	2026-05-31	Pull (Hypertrophy Focus)	Gym	EZ-Bar Machine Stretch Preacher Curl	1	12	5	7	2.5kg each side, 5kg total added. Too easy for prescribed RPE 10/failure; no myo-reps reported.
S13-SET01	S13	EX-45-DEG-INCLINE-DB-PRESS	working	2026-06-13	Upper (Strength Focus)	Gym	45° Incline DB Press	1	8	16	7-8	Substitution for 45° Incline Barbell Press; user reported better form.
S13-SET02	S13	EX-45-DEG-INCLINE-DB-PRESS	working	2026-06-13	Upper (Strength Focus)	Gym	45° Incline DB Press	2	8	16	7-8	Substitution for 45° Incline Barbell Press; user reported better form.
S13-SET03	S13	EX-45-DEG-INCLINE-DB-PRESS	working	2026-06-13	Upper (Strength Focus)	Gym	45° Incline DB Press	3	5	16	7-8	Substitution for 45° Incline Barbell Press; user reported better form.
S13-SET04	S13	EX-PEC-DECK	working	2026-06-13	Upper (Strength Focus)	Gym	Technogym Pectoral / Pec Deck	1	12	10		Substitution for Cable Crossover Ladder; chest-shoulder tie-in/front shoulder region was the limiting factor.
S13-SET05	S13	EX-PEC-DECK	working	2026-06-13	Upper (Strength Focus)	Gym	Technogym Pectoral / Pec Deck	2	12	10		Substitution for Cable Crossover Ladder; chest-shoulder tie-in/front shoulder region was the limiting factor.
S13-SET06	S13	EX-WIDE-GRIP-PULL-UP	working	2026-06-13	Upper (Strength Focus)	Gym	Wide-Grip Assisted Pull-Up	1	8	35	8-9	Weight is assistance kg; warm-ups completed.
S13-SET07	S13	EX-WIDE-GRIP-PULL-UP	working	2026-06-13	Upper (Strength Focus)	Gym	Wide-Grip Assisted Pull-Up	2	11	35	8-9	Weight is assistance kg.
S13-SET08	S13	EX-WIDE-GRIP-PULL-UP	working	2026-06-13	Upper (Strength Focus)	Gym	Wide-Grip Assisted Pull-Up	3	7	35	10	Weight is assistance kg; user reported prescribed RPE.
S13-SET09	S13	EX-HIGH-CABLE-LATERAL-RAISE	working	2026-06-13	Upper (Strength Focus)	Gym	High-Cable Lateral Raise	1	12	5	8	
S13-SET10	S13	EX-HIGH-CABLE-LATERAL-RAISE	working	2026-06-13	Upper (Strength Focus)	Gym	High-Cable Lateral Raise	2	12	5	8	
S13-SET11	S13	EX-PENDLAY-DEFICIT-ROW	skipped	2026-06-13	Upper (Strength Focus)	Gym	Pendlay Deficit Row					Skipped by choice.
S13-SET12	S13	EX-OVERHEAD-CABLE-TRICEPS-EXTENSION-BAR	skipped	2026-06-13	Upper (Strength Focus)	Gym	Overhead Cable Triceps Extension (Bar)					Skipped by choice.
S13-SET13	S13	EX-CABLE-ROPE-HAMMER-CURL	working	2026-06-13	Upper (Strength Focus)	Gym	Hammer Curl	1				Substituted for Bayesian Cable Curl; user did not remember reps, weight, or RPE.
S13-SET14	S13	EX-CABLE-ROPE-HAMMER-CURL	working	2026-06-13	Upper (Strength Focus)	Gym	Hammer Curl	2				Substituted for Bayesian Cable Curl; user did not remember reps, weight, or RPE.
S13-SET15	S13	LEGACY-BICEP-CURL	working	2026-06-13	Upper (Strength Focus)	Gym	Bicep Curl	1				Substituted for Bayesian Cable Curl; user did not remember reps, weight, or RPE.
S13-SET16	S13	LEGACY-BICEP-CURL	working	2026-06-13	Upper (Strength Focus)	Gym	Bicep Curl	2				Substituted for Bayesian Cable Curl; user did not remember reps, weight, or RPE.
